2603    17049239    ROBBERY    8/21/17 0:00    37.872485, -122.266001
2604    17042480    ASSAULT/BATTERY MISD.    7/21/17 0:00
2610    17027084    ASSAULT/BATTERY MISD.    5/12/17 0:00    37.881138, -122.28875
2619    17058729    ASSAULT/BATTERY FEL.    9/28/17 0:00    37.867723, -122.298406
2626    17058106    ROBBERY    9/25/17 0:00    37.863058, -122.274386
2629    17020088    ASSAULT/BATTERY MISD.    4/11/17 0:00    37.869058, -122.270455
2631    17028037    GUN/WEAPON    5/17/17 0:00    37.852211, -122.286336
2633    17033262    ASSAULT/BATTERY MISD.    6/10/17 0:00    37.869363, -122.268028
2638    17055891    ASSAULT/BATTERY MISD.    9/16/17 0:00    37.864908, -122.267289
2643    17051760    ASSAULT/BATTERY MISD.    8/31/17 0:00    37.869363, -122.268028
2644    17027996    ASSAULT/BATTERY MISD.    5/17/17 0:00    37.88024, -122.306387
2646    17024575    THEFT FROM PERSON    5/2/17 0:00    37.865172, -122.311155
2660    17033897    MISSING ADULT    6/12/17 0:00    37.848152, -122.275807
2672    17020013    ASSAULT/BATTERY FEL.    4/10/17 0:00
2703    17030551    ASSAULT/BATTERY MISD.    5/29/17 0:00    37.873723, -122.299532
2708    17034084    ASSAULT/BATTERY FEL.    6/14/17 0:00    37.863611, -122.317566
2709    17043082    ASSAULT/BATTERY FEL.    7/24/17 0:00    37.853603, -122.283961
2710    17028384    ROBBERY    5/19/17 0:00    37.868845, -122.29214
2715    17051338    ASSAULT/BATTERY FEL.    8/29/17 0:00    37.866924, -122.283899
2722    17029253    ASSAULT/BATTERY MISD.    5/23/17 0:00    37.866592, -122.297226
2741    17050950    GUN/WEAPON    8/28/17 0:00    37.851017, -122.291088
2748    17037822    ASSAULT/BATTERY FEL.    6/30/17 0:00    37.870308, -122.26805
2750    17056953    ASSAULT/BATTERY MISD.    9/21/17 0:00    37.88362, -122.269734
2797    17027764    ASSAULT/BATTERY FEL.    5/16/17 0:00    37.854274, -122.28319
2805    17021709    ASSAULT/BATTERY MISD.    4/17/17 0:00    37.865491, -122.310065
2810    17020856    ROBBERY    4/15/17 0:00    37.86793, -122.251798
2833    17045984    ASSAULT/BATTERY MISD.    8/6/17 0:00    37.8704, -122.292644
2846    17040802    GUN/WEAPON    7/14/17 0:00    37.85444, -122.296619
2847    17051917    ASSAULT/BATTERY MISD.    8/31/17 0:00    37.864714, -122.274572
2855    17053024    MISSING JUVENILE    9/4/17 0:00    37.877636, -122.264323
2859    17052920    ASSAULT/BATTERY FEL.    9/4/17 0:00    37.859195, -122.261915
2871    17023696    GUN/WEAPON    4/28/17 0:00    37.858495, -122.288779
2906    17024283    MISSING ADULT    4/28/17 0:00    37.861511, -122.29681
2916    17046621    ROBBERY    8/9/17 0:00    37.866969, -122.26553
2923    17044912    MISSING ADULT    8/2/17 0:00    37.868512, -122.26781
2924    17042936    ROBBERY    7/23/17 0:00    37.872106, -122.268405
2930    17027312    ASSAULT/BATTERY MISD.    5/14/17 0:00    37.871268, -122.30106
2935    17043662    MISSING ADULT    7/27/17 0:00
2941    17033710    ASSAULT/BATTERY FEL.    6/12/17 0:00    37.860926, -122.269532
2944    17021807    GUN/WEAPON    4/19/17 0:00    37.867533, -122.291719
